airline_sentiment,airline_sentiment_confidence,airline,text
positive,0.7067,Delta,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz
positive,0.7068,American,@AmericanAir ...have you seen Blue? Go look it up :)
positive,0.7068,United,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all"
positive,0.7072,Southwest,“@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LD” WARM THANKS!
positive,0.7076,United,@united have reported it. Still in Istanbul at the moment apparently. On the other plane haha. Hats off to the pilot!
positive,0.7077,Delta,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.
positive,0.7077,Delta,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival August 10-15, 2015 Our attendees deserve a great flight to MV??"
positive,0.7081,Virgin America,@VirginAmerica Like http://t.co/VPqEm31XUQ
positive,0.7087,United,"@united thank you. It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising. Please assist with earlier flts to Cmh?"
positive,0.709,Delta,@JetBlue my email is my twitter handle followed by gmail ☺👍👍
positive,0.7097,United,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies."""
positive,0.7107,American,@AmericanAir thanks for keeping us safe
positive,0.7124,Delta,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀
positive,0.7125,American,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?
positive,0.7127,American,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
positive,0.7128,Delta,@JetBlue got it. Thanks
positive,0.7139,Delta,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP
positive,0.714,American,"@AmericanAir Thanks. Having issues checking in for flight, please check our DM convo for more info."
positive,0.7141,United,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)
positive,0.7142,United,@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!
positive,0.7149,US Airways,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint."
positive,0.7153,Delta,@JetBlue he loved the #natural #beefjerky snacks😉
positive,0.7158,Southwest,@SouthwestAir thanks so much just had to make a Cancelled Flightlation! I've sent u the info.
positive,0.7158,Southwest,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
positive,0.7162,Virgin America,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
positive,0.7172,Southwest,"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons"
positive,0.7185,United,Thank you @united for your prompt assistance.
positive,0.7263,Delta,@JetBlue thanks! I'll do it.
positive,0.9236,American,@AmericanAir Thank you.....you do the same!!
positive,0.9657,Southwest,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊
positive,1.0,American,"@AmericanAir ""Airport snow removal method #22..."" Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
positive,1.0,American,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all
positive,1.0,American,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
positive,1.0,American,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year."
positive,1.0,American,"@AmericanAir - yep , they've been good. Now can you make that 1535 flight to mci wait just a tick....😃"
positive,1.0,American,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in
positive,1.0,American,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!
positive,1.0,American,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
positive,1.0,American,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
positive,1.0,American,"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service"
positive,1.0,American,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn! Nice start to the day!
positive,1.0,American,@AmericanAir @beantownmatty Sounds like a date!
positive,1.0,American,@AmericanAir @contactcej thanks!
positive,1.0,American,@AmericanAir @dfwairport me too!! LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!
positive,1.0,American,@AmericanAir @dfwairport you 2 together are the best part of flying!
positive,1.0,American,@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.
positive,1.0,American,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
positive,1.0,American,"@AmericanAir @maryella_green just received it, actually. Thank you!!!!!!!!!"
positive,1.0,American,@AmericanAir AA2416 on time and awesome flight. Great job American!
positive,1.0,American,@AmericanAir Absolutely!
positive,1.0,American,@AmericanAir Always enjoy my time. Now on the plane to DFW!
positive,1.0,American,@AmericanAir Always love opening the upgrade email.
positive,1.0,American,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
positive,1.0,American,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
positive,1.0,American,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
positive,1.0,American,@AmericanAir CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!
positive,1.0,American,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN"
positive,1.0,American,@AmericanAir DMing you now! Big thanks.
positive,1.0,American,@AmericanAir DONE!! thank you so much!!
positive,1.0,American,@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!
positive,1.0,American,@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!
positive,1.0,American,@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!
positive,1.0,American,@AmericanAir Fantastic support by the Twitter team. I appreciate it. Thanks again.
positive,1.0,American,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI
positive,1.0,American,"@AmericanAir Flight 2954, Dallas to Grand Junction #AmazingFlightCrew"
positive,1.0,American,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)
positive,1.0,American,@AmericanAir Got my bags this morning! Thanks!
positive,1.0,American,@AmericanAir Great - thank you.
positive,1.0,American,@AmericanAir Great seats on this aircraft!
positive,1.0,American,"@AmericanAir Great, thanks. Followed."
positive,1.0,American,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
positive,1.0,American,@AmericanAir Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife
positive,1.0,American,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.
positive,1.0,American,@AmericanAir I Love American Airlines :D
positive,1.0,American,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
positive,1.0,American,@AmericanAir I fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation
positive,1.0,American,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!"
positive,1.0,American,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!"
positive,1.0,American,"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!"
positive,1.0,American,@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable
positive,1.0,American,@AmericanAir I'm great thanks keep up the good work
positive,1.0,American,@AmericanAir I've just received the ticket. Thank you for your help
positive,1.0,American,@AmericanAir Joanna did a WONDERFUL job! Thank her for me?
positive,1.0,American,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!"
positive,1.0,American,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.
positive,1.0,American,@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!
positive,1.0,American,@AmericanAir Karen Riedel is a rock star employee and a miracle worker. I really appreciated her help this morning!
positive,1.0,American,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
positive,1.0,American,"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks"
positive,1.0,American,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!
positive,1.0,American,@AmericanAir Lets hope it stays that way.Big thanks to your ground/outside crews all across the US the last month. Great FB post yesterday.
positive,1.0,American,@AmericanAir My father loved working for you as well as PanAm
positive,1.0,American,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)"
positive,1.0,American,@AmericanAir Nice to read it! Thank you very much!
positive,1.0,American,@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️
positive,1.0,American,@AmericanAir No worries at all. Y’all have a good one!!
positive,1.0,American,@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.
positive,1.0,American,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.
positive,1.0,American,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)
positive,1.0,American,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
positive,1.0,American,@AmericanAir THANK YOU FOR ALL THE HELP! :P You guys are the best. #americanairlines #americanair
positive,1.0,American,@AmericanAir THANK YOU!!! 👍👍👍👍👍
positive,1.0,American,"@AmericanAir TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!"
positive,1.0,American,@AmericanAir Thank You! CC: @packermama1
positive,1.0,American,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
positive,1.0,American,"@AmericanAir Thank you for the response, we got it resolved at the counter."
positive,1.0,American,@AmericanAir Thank you for the response. Much appreciated!
positive,1.0,American,@AmericanAir Thank you! You will see me :)
positive,1.0,American,@AmericanAir Thank you!!!! I will be there to pick her up on time.
positive,1.0,American,"@AmericanAir Thank you, you too!"
positive,1.0,American,@AmericanAir Thank you.
positive,1.0,American,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
positive,1.0,American,@AmericanAir Thank you.....you do the same!!
positive,1.0,American,@AmericanAir Thanks :-) Good to be back safely. See you again soon!
positive,1.0,American,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.
positive,1.0,American,@AmericanAir Thanks for the champagne AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX
positive,1.0,American,@AmericanAir Thanks for the quick response - it's appreciated!
positive,1.0,American,"@AmericanAir Thanks gang! Mind if I ask, do you handle all of your Social Media in house?"
positive,1.0,American,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
positive,1.0,American,"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)"
positive,1.0,American,@AmericanAir Thanks so much!
positive,1.0,American,@AmericanAir Thanks!
positive,1.0,American,@AmericanAir Thanks! Great stuff! I can only imagine how jammed everything is.
positive,1.0,American,@AmericanAir Thanks! He is.
positive,1.0,American,"@AmericanAir Thanks, have emailed them. How long should I expect for a response?"
positive,1.0,American,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
positive,1.0,American,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
positive,1.0,American,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion."
positive,1.0,American,"@AmericanAir Yep, was in one of my other camera memory card :D"
positive,1.0,American,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!"
positive,1.0,American,@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!
positive,1.0,American,@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄
positive,1.0,American,@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.
positive,1.0,American,"@AmericanAir although you have no control of the weather, you came through with a great customer service"
positive,1.0,American,@AmericanAir appreciate it!!
positive,1.0,American,"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital."
positive,1.0,American,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
positive,1.0,American,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!
positive,1.0,American,@AmericanAir awesome! Thx
positive,1.0,American,@AmericanAir awesome. Thanks!
positive,1.0,American,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌
positive,1.0,American,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
positive,1.0,American,@AmericanAir everything for sorted out. Thanks for the help. Excited to get home tonight!
positive,1.0,American,@AmericanAir everything's good now brothaaaaaa
positive,1.0,American,@AmericanAir excellent! Love you guys! If it is first class I'll hug ya'll! See you shortly!
positive,1.0,American,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
positive,1.0,American,@AmericanAir fantastic thanks! Will try and tweet a photo of the view :)
positive,1.0,American,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT
positive,1.0,American,@AmericanAir flights have been on time Late Flightly though!
positive,1.0,American,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!
positive,1.0,American,@AmericanAir got another flight. Thanks you
positive,1.0,American,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,1.0,American,"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face"
positive,1.0,American,@AmericanAir great customer service thanks
positive,1.0,American,@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!
positive,1.0,American,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.
positive,1.0,American,@AmericanAir great thank you
positive,1.0,American,"@AmericanAir great, thanks!"
positive,1.0,American,@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.
positive,1.0,American,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.
positive,1.0,American,@AmericanAir i got a new reservation for tomorrow. Thanks!
positive,1.0,American,@AmericanAir in miami and the agents Rachel Wong and Marisol Pimentel were very pleasant in a world of chaos a BIG .thank u
positive,1.0,American,"@AmericanAir just curious. Thanks for the response as always, good or bad. Better than your competition."
positive,1.0,American,@AmericanAir keep up the good work. Got me to my destination safe and on time today
positive,1.0,American,@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-))
positive,1.0,American,@AmericanAir made it! Thanks AA!
positive,1.0,American,@AmericanAir many trips coming up! I will see you soon 😃
positive,1.0,American,"@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home ✈️"
positive,1.0,American,"@AmericanAir mission accomplished today, Thank you!"
positive,1.0,American,@AmericanAir my boss is :)
positive,1.0,American,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!
positive,1.0,American,@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.
positive,1.0,American,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot"
positive,1.0,American,"@AmericanAir ok, thanks you! Have a great night AA team!"
positive,1.0,American,"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection."
positive,1.0,American,@AmericanAir simply amazing. Smiles for miles.Thank u for my upgrade tomorrow for ORD.We are spending a lot of time together next few weeks!
positive,1.0,American,"@AmericanAir sure, thank you!"
positive,1.0,American,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9"
positive,1.0,American,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.
positive,1.0,American,@AmericanAir thank you for replying. Trying to figure out how to get from there from DFW
positive,1.0,American,@AmericanAir thank you for responding rather quickly btw
positive,1.0,American,@AmericanAir thank you for the assistance
positive,1.0,American,@AmericanAir thank you for the confirmation.
positive,1.0,American,@AmericanAir thank you for the update!
positive,1.0,American,@AmericanAir thank you so much that helps a lot.
positive,1.0,American,@AmericanAir thank you!
positive,1.0,American,@AmericanAir thank you!
positive,1.0,American,@AmericanAir thank you! My lost item was located at ORD and is being returned to me.
positive,1.0,American,@AmericanAir thanks
positive,1.0,American,@AmericanAir thanks
positive,1.0,American,@AmericanAir thanks
positive,1.0,American,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.
positive,1.0,American,@AmericanAir thanks for responding ... will do!
positive,1.0,American,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.
positive,1.0,American,@AmericanAir thanks for the show! 👍
positive,1.0,American,@AmericanAir thanks for the update
positive,1.0,American,@AmericanAir thanks hoping that by wed I can get back to DFW
positive,1.0,American,@AmericanAir thanks so much!
positive,1.0,American,@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia
positive,1.0,American,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
positive,1.0,American,@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service
positive,1.0,American,@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed
positive,1.0,American,@AmericanAir thanks you always be my airline of choice when possible
positive,1.0,American,@AmericanAir thanks!
positive,1.0,American,@AmericanAir thanks!
positive,1.0,American,@AmericanAir thanks! Flight 2160 today. Great crew!
positive,1.0,American,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}"
positive,1.0,American,@AmericanAir thanks!!
positive,1.0,American,"@AmericanAir thanks, I'll look forward to the response."
positive,1.0,American,"@AmericanAir thanks, me too"
positive,1.0,American,"@AmericanAir thanks. I actually made it, my connection flight was delayed. Guess all delays are not a bad thing. http://t.co/XGgCNTco8m"
positive,1.0,American,@AmericanAir thanks... I finally got through this afternoon. :)
positive,1.0,American,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
positive,1.0,American,@AmericanAir the folks at the Executive Platinum desk are great pros. They understand my displeasure with change fees and switch to SW.
positive,1.0,American,@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!
positive,1.0,American,"@AmericanAir thx, just sent the DM"
positive,1.0,American,@AmericanAir versus @JetBlue in Customer Service? Who will win! For Me @AmericanAir is a convenience to a trip to Cali &lt;3
positive,1.0,American,"@AmericanAir we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx"
positive,1.0,American,@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass
positive,1.0,American,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx
positive,1.0,American,@AmericanAir well Done all of you xx
positive,1.0,American,@AmericanAir why thank you!! Yayayay!!
positive,1.0,American,"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! #thanksamericanairlines"
positive,1.0,American,@AmericanAir would also like say kind move on adding the points !
positive,1.0,American,@AmericanAir yes I have. Thanks
positive,1.0,American,@AmericanAir yes called your UK number on skype…well worth the $.50. i recommend others do the same.
positive,1.0,American,"@AmericanAir yes yes yes,so glad to be headed home!"
positive,1.0,American,@AmericanAir you're my early frontrunner for best airline! #oscars2016
positive,1.0,American,@AmericanAir 🙏 in my hotel now. Thank you!
positive,1.0,American,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤
positive,1.0,American,"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines"
positive,1.0,American,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
positive,1.0,American,Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!
positive,1.0,American,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
positive,1.0,American,Keep it up :) @AmericanAir
positive,1.0,American,"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come"
positive,1.0,American,Thank you for sending more details @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA
positive,1.0,American,"Thank you, @AmericanAir! Much appreciated."
positive,1.0,American,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”"
positive,1.0,American,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!"
positive,1.0,American,"“@AmericanAir: @TheCandaceSmith Thanks for the shout-out, Candace! Enjoy the ride.” Always! I adore American Airlines!"
positive,1.0,Delta,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official. :-) #trueblue JetBlue gets social.
positive,1.0,Delta,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!
positive,1.0,Delta,".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future"
positive,1.0,Delta,@JetBlue #1680 Super smooth flight and landing. Nicely done.
positive,1.0,Delta,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this
positive,1.0,Delta,@JetBlue #kudos! And we're done and heading to warmer weather!
positive,1.0,Delta,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread
positive,1.0,Delta,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!
positive,1.0,Delta,@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!
positive,1.0,Delta,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
positive,1.0,Delta,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
positive,1.0,Delta,"@JetBlue @Airbus Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues #Passion #AeroJobMarket #avgeek"
positive,1.0,Delta,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!
positive,1.0,Delta,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.
positive,1.0,Delta,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat"
positive,1.0,Delta,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat
positive,1.0,Delta,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat"
positive,1.0,Delta,@JetBlue @L_Burley11 -- the best!!!
positive,1.0,Delta,@JetBlue @Leopolds_IC No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!
positive,1.0,Delta,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊
positive,1.0,Delta,@JetBlue @NinaDavuluri 😃cool
positive,1.0,Delta,@JetBlue @ProfessorpaUL15 Always happy to help!
positive,1.0,Delta,@JetBlue @TSA JetBlue never disappoints !
positive,1.0,Delta,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica
positive,1.0,Delta,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!"
positive,1.0,Delta,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
positive,1.0,Delta,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response."
positive,1.0,Delta,@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :)
positive,1.0,Delta,"@JetBlue Annnndddd, I just booked my flight. That was easy."
positive,1.0,Delta,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :)
positive,1.0,Delta,@JetBlue Awesome! #bestairlineever
positive,1.0,Delta,@JetBlue Awesome! Thank you! ;)
positive,1.0,Delta,@JetBlue Awww thank you B6! Glad to hear it! Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :)
positive,1.0,Delta,@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!
positive,1.0,Delta,@JetBlue BOS. Everything current now. Thanks for the follow up
positive,1.0,Delta,@JetBlue Beatriz and Susan. Gate 4 MCO.
positive,1.0,Delta,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)"
positive,1.0,Delta,@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
positive,1.0,Delta,"@JetBlue Btw, thanks for responding quickly!!"
positive,1.0,Delta,@JetBlue Counting on your flight 989 to get to DC!
positive,1.0,Delta,@JetBlue Definitely! Lots of announcements and the app is great.
positive,1.0,Delta,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙
positive,1.0,Delta,"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet"
positive,1.0,Delta,@JetBlue Exciting times ahead! 😁🎉
positive,1.0,Delta,"@JetBlue FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting @AmericanAir to speak to a human at customer service"
positive,1.0,Delta,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!"
positive,1.0,Delta,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :)
positive,1.0,Delta,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question. JetBlue rocks!"
positive,1.0,Delta,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.
positive,1.0,Delta,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
positive,1.0,Delta,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue"
positive,1.0,Delta,@JetBlue Great service from PBI to HPN! Thanks.
positive,1.0,Delta,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline
positive,1.0,Delta,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!
positive,1.0,Delta,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive,1.0,Delta,@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.
positive,1.0,Delta,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!"
